#OTU ID,C1,W2,C2,S1,A1,K1,G2,I2,A2,Q2,V2,X2,U1,T1,Z2,Y2,W1,G1,K2,S2,I1,V1,Q1,X1,D1,U2,Y1,D2,T2,Z1,E2,E1,L1,P2,H2,N2,J1,R1,F2,M1,O2,B2,B1,L2,P1,J2,N1,H1,F1,R2,O1,M2
fdc145337ab425086287fcad79388663,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,2
f3b471f9ab93c34453a8b58e6489d518,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0
981447c1ea2d62aa8f9749f349d6f586,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0
73ff148bf717f129bfea9fc09d82e02a,0,0,0,13,0,0,0,15,0,14,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,8,0,0,0,0,0,0,0,9,13,0,29,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0
eed77fee3a5ec79a5e13d1695b73ac7a,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0
0c20a28b67f0fbec70f23510cf3814cc,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0
cf25fca3e34a52fcd7b44f8e9be9d99a,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb707828a869012fe013b0d4efb44b36,0,0,0,13,0,10,3,32,3,3,0,6,37,0,0,0,0,0,6,8,28,0,15,5,0,7,2,0,0,0,0,0,2,36,11,0,36,6,20,10,3,0,0,3,50,17,6,11,3,2,8,5
1c2aa795be164c53ff6e79a00b0cba53,0,0,0,13,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0,16,21,0,0,0,0,2,0,6,0,4,11,0,0,0,0,0
d75a6a4831ecf381b52c5debe0e166a5,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,6,2,0,0,7,3,0,0,0,0,0
8875161670d239249d5839098ebc5742,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0
23b461f5ee7661414142163fcc0aef66,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
a9b9a98b5697b4d8aabb494fdc327fd4,0,0,0,12,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
873c74ba753345510bd8482408f06f19,0,0,0,12,0,27,0,4,9,0,10,0,0,6,0,2,0,0,16,25,7,1,0,3,0,0,0,0,8,0,0,0,0,4,0,1,0,0,0,2,0,7,1,0,11,0,18,3,0,3,0,0
3203b6d3bc070adbe5894605c24918d6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0
faaf2fa7f974fe0ae3f292761ca399b2,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0
bcb3d6b963e421be70b5d31bb65c4670,0,0,0,12,0,2,0,2,0,0,4,0,1,0,0,0,0,0,5,13,2,0,0,3,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
ba8984f79c4ca070a100f42c078e7be1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80975bb4d59cba5e5f2a1ecedaf0e49d,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
b4af6a6dc230eba87dce1e785dd21c59,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,0,0,0,0,0,0
3641b96972be3cc9aa4f3204130d302b,0,0,0,12,0,7,0,0,2,0,0,0,0,9,0,0,0,0,8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,2,3,0,0,9,0,0,0,2,0
e36899621b27d0e5cc1f0d31c10befeb,0,0,0,12,887,0,24,26,1689,18,2,3,0,2,2,0,0,26,0,5,0,0,17,6,2,0,0,4,0,0,4,2,1405,2,993,41,52,8,5,0,0,1066,813,1404,0,50,42,925,14,18,0,0
d0e4e72b3ab58507fc7e6f8caacb3247,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afdb92d0301d7b337f85e190053e9336,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec2126ded4586776fd3d0b4d6588d616,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0
4e3899ba5f6d7122f3eb18f8a2edfca1,0,0,0,12,4,4,0,1,5,11,0,4,0,0,3,11,0,0,0,9,5,0,13,0,0,3,7,0,0,0,0,0,4,22,20,2,20,11,3,3,2,3,0,4,9,23,0,18,12,10,0,2
02b3adfd70490477c1199798312d1f11,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd08ad13a7d13001ec241fa8a2c5d36e,0,0,0,12,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
918173a0d22cb393480adbf77f3e323d,0,0,0,12,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,31,1,3,4,0,0,0,0,0,0,0,0,0,0,0,7,11,20,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0
517b02b094850c5932e13d7bc8b49d06,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e11f6a0d3eb9889420850d705c364060,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,0,0,0,0,6,33,3,0,0,0,0
c943b9ac62d0d5e269e393286d85d9f5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
050fc4b29ae064c094dc257571a87bed,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0
16cf749b12b11767162fd21936b33acd,0,0,0,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,11,35,0,0,0,0,0,0,0,49,11,47,0,0,0,0,0
5ef4345192d6b74a4426f35054a53173,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
551417d528b02488b3a347612cb4300f,0,0,0,11,2,14,0,0,0,0,6,9,0,9,0,0,0,2,10,16,3,2,0,2,0,7,0,0,13,0,0,0,6,3,0,35,8,0,2,0,6,24,11,1,0,13,19,0,0,4,0,0
b175747d748ba05659cd850c0f510f3f,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,7,0,0,2,2,0,0,0,11,2,0,0,0,0,0,0
4cc87628003751726467e41bc899e1c0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
b2c6d5a52a74b5560dccc9894773a835,0,0,0,11,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,6,0,7,0,0,0,8,0,0,0,0,0,0
7431768ac6eb1b247d311d85568fdf51,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0
a84215f2821432060cc02285f5ab83ef,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0
723f074d19bed0862912108fede848cb,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,30,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0
bd1127f26d9f02bd676faf6f79918526,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2eab2eb9399efa1c5f9cf72bf5392e69,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff64e37942b8bcaf0d90bc6f56310d0f,0,0,0,11,0,2,0,0,7,10,0,0,2,0,0,0,0,0,0,16,3,0,7,0,0,0,0,0,0,0,2,0,0,2,7,0,19,0,5,0,5,0,0,7,4,37,0,13,2,0,3,0
17b96ab13ba92b24eccd4c55a04ed8b2,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
a279ebd78693a7044c6ffd5611207b06,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0
4acbc1f8f696f46dc847729d13746ed8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
361e5bfd4b34a605097c0ed107bc76c2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
69c11211b4fa419dcdacddb4ecd72510,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0
f773d5b85a5572c21357c9a05d68de9a,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
a790e422d3e3518c71f56925cbc67798,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0
2faafcff1477cbe6572df29caa85e88a,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0
ca85002f74cae51e311dcdc7e9246eee,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,10,0,0,17,24,0,0,0,0,0
717921d064b835e57542bf731d30596c,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
97b11d9e3fc55c60a0dde228b1dee3b0,0,0,0,11,0,0,0,11,7,4,0,0,3,0,0,3,0,0,0,0,15,0,6,0,0,6,0,0,0,0,0,0,4,10,1,0,32,2,0,14,0,0,0,0,20,20,0,4,0,3,4,1
92c5d7b8fd9e23a4ff60d0672b6a5a6c,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
00c2a066b9487402e3cb80da93692373,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0
c2e622201868ef294ed0fbadffe941a2,0,0,0,11,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,9,0,9,8,11,0,0,0,0,56,36,3,0,14,7,3,0,0,0,0
cc00355a5e882bf11182c3363d8be635,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895bb7b4b88594398f98f9548230c80,0,0,0,11,1,0,0,9,0,6,0,0,6,0,0,0,0,0,0,20,17,0,4,0,0,13,2,0,0,0,0,0,0,0,2,0,6,2,6,0,0,0,0,0,0,4,0,7,6,1,0,0
39648bd1b68e1093a2e96d11b1f910c4,0,0,0,11,0,0,0,15,0,13,0,0,19,0,0,7,0,0,3,8,21,0,11,3,0,14,4,0,2,0,0,0,0,51,4,0,14,5,4,9,10,0,0,0,58,44,0,9,2,2,0,17
62b35e2a3240cfd2effb17025b7dded5,0,0,0,11,53,0,0,0,177,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,36,2,30,11,21,0,0,0,0,1,5,41,0,12,5,31,0,0,0,0
ba902829391ee311da56ca881d5e1f51,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
00323cf664809fb4eaea4075490d6ac6,0,0,0,11,2,0,0,3,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,15,20,0,0,0,0,11,2,0,0,44,22,0,0,0,0,0
d01ec9fae875f375882e8ef14af4d9f6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,13,2,0,0,0,0,0
7d5be4f8568cb67b5219d474a5eddbf3,0,0,0,11,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,25,0,0,0,0,0
89a1afd927f3fa91c83020147fb3c521,0,0,0,11,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,6,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,2
7ae3eaedfe9eed137e3b4608d94b8fb7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
0354916fe71aea33d3b80fa5fd0fc924,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
107f3ef98d14f9dd35f6b089fb7a1ef2,0,0,0,10,0,7,0,9,0,0,13,2,0,1,0,0,0,0,7,7,6,1,0,3,0,0,0,0,2,0,0,0,0,5,0,9,1,0,2,0,0,17,5,1,9,3,9,0,0,0,0,0
23b0e8cd2b2bc452da974d5eb224e555,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f076d24b8dafc06523ed88b42b57da38,0,0,0,10,0,15,3,22,13,0,4,14,9,19,13,4,0,2,28,4,7,0,5,6,0,10,2,2,13,5,0,2,3,24,6,0,6,3,2,23,31,12,2,5,42,7,0,10,3,3,20,3
ab0f3237966ea56fdb41efb55cccf4d8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e61527b3896e44526124ce270e483ee6,0,0,0,10,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,4,0,0,0,0,3
60615e6160e4210c30ea18657200503e,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,0,8,4,3,0,0,4,0,0,0,0,0
efc502db93fb0a22712e31baea22e629,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4208203c9977cbedfc16f8a7dbbb452d,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5abe9a99b2d0df62384e01e9c0871f5,0,0,0,10,0,0,0,4,0,0,7,0,0,10,0,0,0,0,11,3,13,7,0,4,2,0,0,0,7,0,0,0,0,4,0,12,0,0,2,0,5,7,4,0,3,5,4,0,0,0,0,0
700b1d166313a14fdaae0fd94a6635b7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
b097fdedfd9a3ab76676144beb9a0091,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
bb3a2fb21725061c33cd3894e0b02663,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd01ab49999440b1e379ac05576467f2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2dd6676c186f09eb736454ffd430e4f,0,0,0,10,3,2,0,0,5,6,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,2,0,0,9,0,10,0,0,0,0
0d4f1503df5a6cb370b94b525113281d,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f227ba7590ad12a3bf82a5464e33c11,0,0,0,10,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,13,16,7,0,20,18,6,0,0,0,0
640852ab91adf5b73c37cb6d138e4aad,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,2,6,0,0,21,0,0,3,0,0,0,0,4,14,0,0,0,0,0,2
748929a5bc3d92ef17493d03adc2d2d9,0,0,0,10,0,5,0,19,0,0,10,0,0,4,0,0,0,6,7,6,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,6,0,0,0,18,0,5,0,0,0
1c768a3196c3d2ea10de2f4bae94eca9,0,0,0,10,2,17,0,24,13,12,0,0,39,0,0,8,0,0,15,0,25,0,0,0,0,10,2,0,0,0,0,2,0,35,18,0,0,7,6,6,6,0,0,0,72,8,0,14,2,10,2,8
2fbf9f6676bee27ec1fcd3d1e285f521,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
057722288489462b7becf4de8e065ce3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0
2c3a9cfa0ab789e615522390a6708791,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,13,0,0,0,0,0,0,0,2,2,9,5,0,0
ca3e7c3913f6ec692d34dec30b81b3a4,0,0,0,10,0,4,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
88df25b4fdbb95f2b0d0e892c26cc41b,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
d1cffaaf141b62e0054fca11c8cb920b,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
d7c5a6d67376228af607584b81b97a82,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
5f3e11ff4a4aa71ba9370d0446c16f5a,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40a13975df5754256640806133190a91,0,0,0,10,0,5,0,4,0,0,5,11,0,16,0,0,2,0,7,6,4,4,0,2,0,0,0,2,3,0,2,2,2,0,0,40,5,0,0,0,0,11,12,3,4,0,32,2,0,0,0,0
88c8b075a7317892387763328749998b,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
1459ca7729cb0764973124bf5e0fb774,0,0,0,10,0,8,0,21,7,3,0,7,10,0,0,6,0,0,2,6,28,0,0,4,2,0,0,0,0,0,0,0,4,9,11,3,14,4,12,1,1,0,3,0,9,21,2,8,8,7,11,0
636b94b2e6b90e56dbb6df58044dc7a9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2074faa3f8162b75810b20085c6579c,0,0,0,10,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,2,0,0,0,0,6,3,13,7,1,15,6,0,0,0,0
0ff2f86f0e4f4fb2bb40f25aa5ccad27,0,0,0,10,3,0,0,2,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,19,0,0,3,0,0,0,0,0,10,7,0,0,0,0,0
9a9752108ceff42d61ea049d717e1865,0,0,0,10,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d3f995ac1cfa239eea90737f28bd451c,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
f14073bbff5acd36a7842cc2c9ea751f,0,0,0,9,0,17,0,0,13,9,0,0,17,0,0,2,0,0,5,2,2,0,6,0,0,11,0,0,0,0,0,0,0,0,17,0,2,4,2,18,5,0,0,0,0,4,4,6,2,0,6,7
aa014d6904d64197d8bdc9bd11bf59d0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
8f25cb202d06196505be24fa5dfb8b14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fed1a7aa8eba1619ebc63a9ce264cdcb,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
